CARD,NUMBER OF PREVIOUS YEARS,HERO MODE,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE,SQUARE 1: SUBSTITUTION,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE,SQUARE 2: SUBSTITUTION,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE,SQUARE 3: SUBSTITUTION,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE,SQUARE 4: SUBSTITUTION,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE,SQUARE 5: SUBSTITUTION,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE,SQUARE 6: SUBSTITUTION,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE,SQUARE 7: SUBSTITUTION,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE,SQUARE 8: SUBSTITUTION,SQUARE 9: TITLE,SQUARE 9: AUTHOR,SQUARE 9: HARD MODE,SQUARE 9: SUBSTITUTION,SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE,SQUARE 10: SUBSTITUTION,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE,SQUARE 11: SUBSTITUTION,SQUARE 12: TITLE,SQUARE 12: AUTHOR,SQUARE 12: HARD MODE,SQUARE 12: SUBSTITUTION,SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE,SQUARE 13: SUBSTITUTION,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE,SQUARE 14: SUBSTITUTION,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE,SQUARE 15: SUBSTITUTION,SQUARE 16: TITLE,SQUARE 16: AUTHOR,SQUARE 16: HARD MODE,SQUARE 16: SUBSTITUTION,SQUARE 17: TITLE,SQUARE 17: AUTHOR,SQUARE 17: HARD MODE,SQUARE 17: SUBSTITUTION,SQUARE 18: TITLE,SQUARE 18: AUTHOR,SQUARE 18: HARD MODE,SQUARE 18: SUBSTITUTION,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE,SQUARE 19: SUBSTITUTION,SQUARE 20: TITLE,SQUARE 20: AUTHOR,SQUARE 20: HARD MODE,SQUARE 20: SUBSTITUTION,SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE,SQUARE 21: SUBSTITUTION,SQUARE 22: TITLE OF COLLECTION,SQUARE 22: AUTHOR OF COLLECTION,SQUARE 22: HARD MODE,SQUARE 22: SUBSTITUTION,SQUARE 22A: SHORT STORY 1,SQUARE 22A: AUTHOR 1,SQUARE 22B: SHORT STORY 2,SQUARE 22B: AUTHOR 2,SQUARE 22C: SHORT STORY 3,SQUARE 22C: AUTHOR 3,SQUARE 22D: SHORT STORY 4,SQUARE 22D: AUTHOR 4,SQUARE 22E: SHORT STORY 5,SQUARE 22E: AUTHOR 5,SQUARE 23: TITLE,SQUARE 23: AUTHOR,SQUARE 23: HARD MODE,SQUARE 23: SUBSTITUTION,SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE,SQUARE 24: SUBSTITUTION,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE,SQUARE 25: SUBSTITUTION,FAVORITE SQUARE,UNFAVORITE SQUARE
11,3,Yes,The Perfect Run,Maxime J. Durand,,,Red Rising,Pierce Brown,,,Kingdoms of Death,Christopher Ruocchio,,,Empire of the Vampire,Jay Kristoff,,,Wrath Goddess Sing,Maya Deane,,,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,,,King of Assassins,R.J.  Barker,,,Fevre Dream,George R.R. Martin,,,The Penelopiad,Margaret Atwood,,,Not Another Vampire Book,Cassandra Gannon,,,An Education in Malice,S.T. Gibson,Yes,,Bear Head,Adrian Tchaikovsky,,,A Quantum Love Story,Mike Chen,,,Last Argument of Kings,Joe Abercrombie,Yes,,Red Mars,Kim Stanley Robinson,Yes,,How to Become the Dark Lord and Die Trying,Django Wexler,,,The Quantum Thief,Hannu Rajaniemi,,,A Tempest of Tea,Hafsah Faizal,,,The Martian,Andy Weir,Yes,,The Hand of the Sun King,J.T. Greathouse,,,The Great Witches Baking Show,Nancy Warren,,,The War That Killed Achilles: The True Story of Homer's Iliad and the Trojan War,Caroline Alexander,,SFF-related nonfiction 2021,,,,,,,,,,,Ilium,Dan Simmons,Yes,,The Song of Achilles,Madeline Miller,,,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,,,13. Published in 2024,22. Five SFF Short Stories
12,3,Yes,The Collapsing Empire,John Scalzi,,,Engines of Empire,Richard S. Ford,,,Empire of Silence,Christopher Ruocchio,,,The Garden of Empire,J.T. Greathouse,,,Empire of Ivory,Naomi Novik,Yes,,Empire of Jackals,Morgan  Cole,,,How to Rule an Empire and Get Away With It,K.J. Parker,,,Heirs of Empire,Evan Currie,Yes,,The Empire of the Dead,Phil Tucker,,,Daughter of the Drowned Empire,Frankie Diane Mallis,,,Empire of the Damned,Jay Kristoff,,,Empire of Exiles,Erin M. Evans,Yes,,The Trials of Empire,Richard Swan,,,The Mirror Empire,Kameron Hurley,Yes,,Mistress of the Empire,"Raymond E. Feist, Janny Wurts",Yes,,Empire of Grass,Tad Williams,Yes,,Scales of Empire,Kylie Chan,Yes,,Empire of Sand,Tasha Suri,,,Seven Deaths of an Empire,G.R. Matthews,Yes,,Foundation and Empire,Isaac Asimov,,,Empire of Wild,Cherie Dimaline,,,"Hero of the Empire: The Boer War, a Daring Escape, and the Making of Winston Churchill",Candice Millard,,Non-Fantasy Novel 2016,,,,,,,,,,,The Empire's Ruin,Brian Staveley,Yes,,William Shakespeare's The Empire Striketh Back,Ian Doescher,Yes,,Sins of Empire,Brian  McClellan,,,8. Prologues and Epilogues,22. Five SFF Short Stories
13,1,,The Shadow of the Gods,John Gwynne,,,To Sleep in a Sea of Stars,Christopher Paolini,Yes,,Wool,Hugh Howey,Yes,,Shorefall,Robert Jackson Bennett,Yes,,Bad Cree,Jessica Johns,,,Hummingbird Salamander,Jeff VanderMeer,,,The Bards of Bone Plain,Patricia McPhillip,Yes,,Ashes of the Sun,Django Wexler,Yes,,Lady Vago's Malediction,AKM Beach,Yes,,Paladin's Strength,T. Kingfisher,,,Ninth House,Leigh Bardugo,Yes,,The Blade Itself,Joe Abercrombie,Yes,,Wind and Truth,Brandon Sanderson,,,Godkiller,Hannah Kaner,Yes,,The Golden Compass,Philip Pullman,Yes,,The Fellowship of the Ring,J.R.R. Tolkien,,,The Mercy of Gods,James S.A. Corey,,,Chlorine,Jade Song,Yes,,The Ghost Bride,Yangsze Choo,Yes,,Starter Villain,John Scalzi,Yes,,Salem's Lot,Stephen King,Yes,,Out There,Kate Folk,Yes,,,,,,,,,,,,The Ballad of Black Tom,Victor LaValle,,,Babel,R.F. Kuang,,,Parable of the Sower,Octavia E. Butler,,,4. Criminals,8. Prologues and Epilogues
14,6,,Daughter of Chaos,A.S. Webb,,,Sistah Samurai,Tatiana Obey,,,Carl's Doomsday Scenario,Matt Dinniman,Yes,,Foundryside,Robert Jackson Bennett,Yes,,Sistersong,Lucy Holland,,,Catfish Rolling,Clara Kumagi,,,Bloody Rose,Nicholas Eames,Yes,,Ludluda,"Jeff Noon, Steve Beard",,,The Garden of Delights,Amal Singh,,,The Spell Shop,Sarah Beth Durst,,,Blood Over Bright Haven,M.L. Wang,,,Mirrored Heavens,Rebecca Roanhorse,Yes,,The Last Phi Hunter,Salinee Goldenberg,Yes,,The Battle Drum,Saara El-Arifi,Yes,,Green Rider,Kristen Britain,Yes,,The Teller of Small Fortunes,Julie Leong,,,A Memory Called Empire,Arkady Martine,Yes,A Master of Djinn,A Master of Djinn,P. Djèlí Clark,Yes,,The Terraformers,Annalee Newitz,Yes,,Water Moon,Samantha Sotto Yambao,Yes,,Starling House,Alix E. Harrow,Yes,,Never Whistle at Night,Shane Hawk (ed),Yes,,,,,,,,,,,,Annihilation,Jeff VanderMeer,,,The Jasmine Throne,Tasha Suri,Yes,,Forged by Magic,Jenna Wolfheart,,,6. Entitled Animals,24. Reference Materials
15,0,,Annihilation,Jeff VanderMeer,Yes,,Rendezvous with Rama,Arthur C. Clarke,,,The Luminous Dead,Caitlin Starling,Yes,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,,,Heart of Stone,Johannes T. Evans,Yes,,Rozdroże Kruków,Andrzej Sapkowski,,,Ammonite,Nicola Griffith,,,The Spear Cuts Through Water,Simon Jimenez,Yes,,Metal From Heaven,August Clarke,Yes,,Someone You Can Build a Nest In,John Wiswell,Yes,,Dionysus in Wisconsin,E.H. Lupton,,,Last Argument of Kings,Joe Abercrombie,Yes,,Bury Your Gays,Chuck Tingle,,,The Heretic's Guide to Homecoming book 1: Theory,Sienna Tristen,Yes,,Kamikaze Kaitou Jeanne,Tanemura Arina,Yes,,Dungeon Crawler Carl,Matt Dinniman,,,Record of a Spaceborn Few,Becky Chambers,Yes,,The Teller of Small Fortunes,Julie Leong,Yes,,Alien Clay,Adrian Tchaikovsky,Yes,,The Salt Grows Heavy,Cassandra Khaw,,,Roadside Picnic,"Arkady Strugatsky, Boris Strugatsky",Yes,,Valuable Humans In Transit,qntm,Yes,,,,,,,,,,,,Of Sea and Shadow,Will Wight,Yes,,Fury of the Gods,John Gwynne,Yes,,Welcome to Forever,Nathan Tavares,Yes,,20. Judge A Book By Its Cover,7. Bards
16,2,,Alanna: The First Adventure,Tamora Pierce,Yes,,The Scum Villain's Self-Saving System,Mò Xiāng Tóng Xiù,Yes,,The Deep,Rivers Solomon,Yes,,The Death of the Necromancer,Martha Wells,Yes,,The Master of Samar,Melissa Scott,Yes,,I'm Afraid You've Got Dragons,Peter S. Beagle,Yes,,The Bards of Bone Plain,Patricia A. McKillip,Yes,,Half a Soul,Olivia Atwater,Yes,,Summerwode,J. Tullos Hennig,Yes,,Swordcrossed,Freya Marske,Yes,,Conjure Wife,Fritz Leiber,Yes,,Dracula,Bram Stoker,Yes,,Voyage of the Damned,Frances White,Yes,,The Spear Cuts Through Water,Simon Jimenez,Yes,,A Song for Arbonne,Guy Gavriel Kay,Yes,,Legends & Lattes,Travis Baldree,Yes,,No Foreign Sky,Rachel Neumeier,Yes,,The Emperor and the Endless Palace,Justinian Huang,Yes,,The Whitefire Crossing,Courtney Schafer,Yes,,Empire of the Vampire,Jay Kristoff,Yes,,Wolfsong,T.J. Klune,Yes,,The Birthday of the World and Other Stories,Ursula K. Le Guin,Yes,,,,,,,,,,,,The Hollow Places,T. Kingfisher,Yes,,Dark Heir,C.S. Pacat,Yes,,The Tainted Cup,Robert Jackson Bennett,Yes,,15. Published in the 1990s,3. Under the Surface
17,3,Yes,The Silverblood Promise,James Logan,,,The Imposition of Unnecessary Obstacles,Malka Ann Older,,,Navola,Paolo Bacigalupi,,,Metal from Heaven,August Clarke,Yes,,A Sorceress Comes to Call,T. Kingfisher,,,I'm Afraid You've Got Dragons,Peter S. Beagle,Yes,,The Color of Revenge,Cornelia Funke,,,The Navigator's Children,Tad Williams,,,The Bone Harp,Victoria Goddard,,,The Ornithologist's Field Guide to Love,India Holton,,,Talio's Codex,J. Alexander Cohen,,,Relics of Ruin,Erin M. Evans,Yes,,The Warm Hands of Ghosts,Katherine Arden,,,Tadek and the Princess,Alexandra Rowland,Yes,,The Fellowship of Puzzlemakers,Samuel Burr,,Non-Fantasy Novel 2016,I Ran Away to Evil,Mystic Neptune,,,Livesuit,James S.A. Corey,,,The Last PHI Hunter,Salinee Goldenberg,Yes,,Alien Clay,Adrian Tchaikovsky,Yes,,Kindling,Traci Chee,,,The Spellshop,Sarah Beth Durst,,,,,,,Why Don't We Just Kill the Kid In the Omelas Hole,Isabel J. Kim,A Guide on How to Meet the Deity of Many Faces,Oyedotun Damilola Muees,Breathing Constellations,Rich Larson,Everything in the Garden is Lovely,Hannah Yang,Rachel Is at a Protest,Esther Alter,Disquiet Gods,Christopher Ruocchio,Yes,,Kinning,Nisi Shawl,Yes,,The Stars Too Fondly,Emily Hamilton,Yes,,13. Published in 2024,22. Five SFF Short Stories
18,1,Yes,The Pomegranate Gate,Ariel Kaplan,,,The Weaver and the Witch Queen,Genevieve Gornichec,,,Remarkably Bright Creatures,Shelby Van Pelt,,,The Boy with a Bird in His Chest,Emme Lund,,,Shigidi and the Brass Head of Obalufon,Wole Talabi,,,The Dead Cat Tail Assassins,P. Djèlí Clark,,,Martyr!,Kaveh Akbar,,,The Djinn Waits a Hundred Years,Shubnum Khan,,,I Cheerfully REfuse,Leif Enger,,,The Midnight Bargain,C.L. Polk,,,The Atlas Complex,Olivie Blake,,,Children of Anguish and Anarchy,Tomi Champion-Adeyemi,,,Rakesfall,Vajra Chandrasekera,,,The Chimes,Anna Smaill,,,Parable of the Talents,Octavia E. Butler,,,The Grief of Stones,Katherine Addison,,,The Vanished Birds,Simon Jimenez,,,A Love Song for Ricki Wilde,Tia Williams,,,The Only Light Left Burning,Erik J. Brown,,,Goddess of the River,Vaishnavi Patel,,,The Other Valley,Scott Alexander Howard,,,,,,,Mountain,Cixin Liu,Set in Stone,K.J. Parker,The Chronologist,Ian R. MacLeod,How to Cook and Eat the Rich,Sunyi Dean,Interlude with Tattoos,K.J. Charles,The Ballad of Black Tom,Victor LaValle,,,Emily Wilde's Map of the Otherlands,Heather Fawcett,,,Gods of Jade and Shadow,Silvia Moreno-Garcia,,,17. Space Opera,12. Multi-POV
19,0,,Foundation,Isaac Asimov,Yes,,Dead until Dark,Charlaine Harris,,,Annihilation,Jeff VanderMeer,,,How to Become the Dark Lord and Die Trying,Django Wexler,,,Hex Hall,Rachel Hawkins,Yes,,Dragonfired,J. Zachary Pike,Yes,,Anansi Boys,Neil Gaiman,,,The Exorcist,William Peter Blatty,Yes,,The Time Lizard's Archaeologist,Trisha Hanifin,,,How to Get a Girlfriend (When You're a Terrifying Monster),Marie Cardno,Yes,,Ninth House,Leigh Bardugo,Yes,,World War Z: An Oral History of the Zombie War,Max Brooks,Yes,,Just Stab Me Now,Jill Bearup,Yes,,Network Effect,Martha Wells,Yes,,Ember from the Sun,Mark Canter,,,Legends & Lattes,Travis Baldree,Yes,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,,Na Viro,Gina Cole,Yes,,Project Hail Mary,Andy Weir,Yes,,Summer Knight,Jim Butcher,Yes,,Gone,Michael Grant,Yes,,Year's Best Aotearoa New Zealand Science Fiction and Fantasy: Volume 3,Marie Hodgkinson,Yes,,,,,,,,,,,,Carter & Lovecraft,Jonathan L. Howard,,,The Sword Of Kaigen,M.L. Wang,Yes,,Nice Dragons Finish Last,Rachel Aaron,,,4. Criminals,7. Bards
20,1,Yes,Cast in Shadow,Michelle Sagara,Yes,,The Lies of Locke Lamora,Scott Lynch,Yes,,Magic Rises,Ilona Andrews,,,The Grace of Kings,Ken Liu,,,Lent,Jo Walton,,,Mammoths at the Gates,Nghi Vo,,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,,,King's Dragon,Kate Elliott,Yes,,The Wings Upon Her Back,Samantha Mills,,,Paladin's Grace,T. Kingfisher,Yes,,The Atlas Six,Olivie Blake,,,Victory City,Salman Rushdie,Yes,,Mislaid in Parts Half-Known,Seanan McGuire,,,The Kingdoms,Natasha Pulley,Yes,,Poor Things,Alasdair Gray,,,How to Become the Dark Lord and Die Trying,Django Wexler,,,Infinity Gate,M.R. Carey,,,She Who Became the Sun,Shelley Parker-Chan,,,The Black Company,Glen Cook,Yes,,City of Last Chances,Adrian Tchaikovsky,Yes,,Bear and Nightingale,Katherine Arden,Yes,,Book of Swords,Gardener Dozios,Yes,,,,,,,,,,,,Warlords of Wyrdwood,R.J. Barker,Yes,,Daughter of the Empire,"Raymond E. Feist, Janny Wurts",,,Crosstalk,Connie Willis,,,14. Character with a Disability,11. Dark Academia
21,1,Yes,The Cloud Roads,Martha Wells,Yes,,Dusk or Dark or Dawn or Day,Seanan McGuire,Yes,,The Deep,Rivers Solomon,Yes,,A Tempest of Tea,Hafsah Faizal,Yes,,Strange Beasts of China,Yan Ge,Yes,,To Shape a Dragon's Breath,Moniquil Blackgoose,Yes,,The Harp of Kings,Juliet Marillier,Yes,,Indian Burial Ground,Nick Medina,Yes,,Neom,Lavie Tidhar,Yes,,Winter Orbit,Everina Maxwell,Yes,,Bunny,Mona Awad,Yes,,The World We Make,N.K. Jemisin,Yes,,Womb City,Tloto Tsamaase,Yes,,Sixteen Souls,Rosie Talbot,Yes,,Brown Girl in the Ring,Nalo Hopkinson,Yes,,Bookshops & Bonedust,Travis Baldree,Yes,,The Stardust Grail,Yume Kitasei,Yes,,I Feed Her to the Beast and the Beast Is Me,Jamison Shea,Yes,,Diavola,Jennifer Marie Thorne,Yes,,The Last Tale of the Flower Bride,Roshani Chockshi,Yes,,I Was a Teenage Slasher,Stephen Graham Jones,Yes,,Labyrinths,Jorge Luis Borges,Yes,,,,,,,,,,,,Navigational Entanglements,Aliette de Bodard,Yes,,The City of Brass,Shannon Chakraborty,Yes,,The Once and Future Witches,Alix E. Harrow,Yes,,5. Dreams,21. Set in a Small Town
22,8,,In the Ocean of Night,Gregory Benford,Yes,,Six Sacred Swords,Andrew Rowe,Yes,,System Collapse,Martha Wells,Yes,,Foundryside,Robert Jackson Bennett,Yes,,Meddling Kids,Edgar Cantero,Yes,,Dragons and Demons,Kel Kade,Yes,,Bloody Rose,Nicholas Eames,Yes,,The Last Murder at the End of the World,Stuart Turton,Yes,,The Dominion,Malachi Mata,Yes,,A Taste of Gold and Iron,Alexandra Rowland,Yes,,Ninth House,Leigh Bardugo,Yes,,The Republic of Thieves,Scott Lynch,Yes,,Someone You Can Build a Nest In,John Wiswell,Yes,,Wind and Truth,Brandon Sanderson,Yes,,Stone of Farewell,Tad Williams,Yes,,The Unspoken Name,A.K. Larkwood,Yes,,The Warrior's Apprentice,Lois McMaster Bujold,Yes,,Beneath the Rising,Premee Mohamed,Yes,,Love in the Age of Dragons,Fatima Henson,Yes,,The Road to Roswell,Connie Willis,Yes,,After Oz,Gordon McAlpine,Yes,,The Black Girl Survives in This One,Desiree S. Evans & Saraciea J. Fennell,Yes,,,,,,,,,,,,It,Stephen King,Yes,,The Silmarillion,J.R.R. Tolkien,Yes,,The Book of M,Peng Shepherd,Yes,,20. Judge A Book By Its Cover,22. Five SFF Short Stories
23,0,,A Wizard of Earthsea,Ursula K. Le Guin,Yes,,The Haunting of Hill House,Shirley Jackson,Yes,,The Deep,Rivers Solomon,Yes,,Six of Crows,Leigh Bardugo,Yes,,Parable of the Sower,Octavia E. Butler,Yes,,I'm Afraid You've Got Dragons,Peter S. Beagle,Yes,,Magic's Pawn,Mercedes Lackey,Yes,,The Way of Kings,Brandon Sanderson,Yes,,The Ruptured Sky,Jessica A. McMinn,Yes,,A Marvellous Light,Freya Marske,Yes,,Blood Over Bright Haven,M.L. Wang,,,The Blade Itself,Joe Abercrombie,Yes,,The Last Phi Hunter,Salinee Goldenberg,Yes,,The Warrior's Apprentice,Lois McMaster Bujold,Yes,,Gardens of the Moon,Steven Erikson,Yes,,Legends & Lattes,Travis Baldree,Yes,,The First Sister,Linden A. Lewis,Yes,,A Master of Djinn,P. Djèlí Clark,Yes,,Moon of the Crusted Snow,Waubgeshig Rice,Yes,,The Tainted Cup,Robert Jackson Bennett,Yes,,My Heart Is a Chainsaw,Stephen Graham Jones,Yes,,Dreams Underfoot,Charles de Lint,Yes,,,,,,,,,,,,Annihilation,Jeff VanderMeer,Yes,,City of Last Chances,Adrian Tchaikovsky,Yes,,The Empress of Salt and Fortune,Nghi Vo,,,23. Eldritch Creatures,11. Dark Academia
24,5,,Gardens of the Moon,Steven Erikson,Yes,,Princess Floralinda and the Forty-Flight Tower,Tamsyn Muir,Yes,,BLAME!,Tsutomu Nihei,Yes,,Six of Crows,Leigh Bardugo,Yes,,Sandman Volume 1,Neil Gaiman,Yes,,The Tropic of Serpents,Marie Brennan,Yes,,Soul Music,Terry Pratchett,Yes,,Cibola Burn,James S.A. Corey,Yes,,The Fire-Moon,Isabel Pelech,Yes,,Gentlest of Wild Things,Sarah Underwood,Yes,,The Two Doctors Górski,Isaac Fellman,Yes,,The Fury of the Gods,John Gwynne,Yes,,The Immaculate Collection,Havlo,Yes,,"The Galaxy, and the Ground Within",Becky Chambers,Yes,,20th Century Boys,Naoki Urasawa,Yes,,Flowers of Esthelm,Pirateaba,Yes,,Space Opera,Catherynne M. Valente,Yes,,The Space Between Worlds,Micaiah Johnson,Yes,,Dungeon Crawler Carl,Matt Dinniman,Yes,,Kalin,E.C. Tubb,Yes,,Salems Lot,Stephen King,Yes,,Skin and Other Stories,Roald Dahl,Yes,,,,,,,,,,,,WORM,Wildbow,Yes,,Empire of Silence,Christopher Ruocchio,Yes,,Peacekeeper,B.L. Blanchard,Yes,,20. Judge A Book By Its Cover,11. Dark Academia
25,0,,The Will of the Many,James Islington,,,Guards! Guards!,Terry Pratchett,,,Carl's Doomsday Scenario,Matt Dinniman,,,The Blacktongue Thief,Christopher Buehlman,,,The Lathe of Heaven,Ursula K. Le Guin,,,When Among Crows,Veronica Roth,,,,,,,Warbreaker,Brandon Sanderson,,,,,,,The Spear Cuts Through Water,Simon Jimenez,,,Piranesi,Susanna Clarke,,,The Blade Itself,Joe Abercrombie,,,A sorceress comes to call,T. Kingfisher,,,Wind and Truth,Brandon Sanderson,,,Ship of Magic,Robin Hobb,,,Dungeon Crawler Carl,Matt Dinniman,,,Heaven's River,Dennis E. Taylor,,,The scourge between stars,Ness Brown,,,A short walk through a wide world,Douglas Westerbeke,,,Before the coffee gets cold,Toshikazu kawaguchi,,,What feasts at night,T. Kingfisher,,,,,,,,,,,,,,,,,Yumi and the Nightmare Painter,Brandon Sanderson,,,The Simarillion,J.R.R. Tolkien,,,,,,,4. Criminals,22. Five SFF Short Stories
26,8,,The Justice of Kings,Richard Swan,,,Atlas Alone,Emma Newman,,,Wool,Hugh Howey,,,The Spirit Thief,Rachel Aaron,,,The Gathering Storm,"Robert Jordan, Brandon Sanderson",,,Hounded,Kevin Hearne,,,The Gift,Alison Croggon,Yes,,Siege and Storm,Leigh Bardugo,Yes,,Tongue Eater,John Bierce,,,Reign & Ruin,J.D. Evans,,,The Atlas Six,Olivie Blake,,,The Dragon Keeper,Robin Hobb,Yes,,Moonstorm,Yoon Ha Lee,,,Doctor Who and the Dalek Invasion of Earth,Terrance Dicks,,,The Curse of the Mistwraith,Janny Wurts,Yes,,Ascend Online,Luke Chmilenko,,,Provenance,Ann Leckie,,,Sorcerer to the Crown,Zen Cho,,,Alien Clay,Adrian Tchaikovsky,,,Godkiller,Hannah Kaner,Yes,,Trillions,Nicholas Fisk,Yes,,,,,,The Vice-Marshal's Trial,L.E. Modesitt Jr.,The Most Successful Merchant,L.E. Modesitt Jr.,Madness?,L.E. Modesitt Jr.,The Forest Girl,L.E. Modesitt Jr.,The Choice,L.E. Modesitt Jr.,The Green Man's Foe,Juliet E. McKenna,Yes,,Decision at Thunder Rift,William H. Keith Jr.,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,,,20. Judge A Book By Its Cover,18. Author of Color
27,0,,The Bone Doll's Twin,Lynn Flewelling,,,The Crystal Cave,Mary Stewart,,,Circe,Madeline Miller,,,Labyrinth's Heart,M.A. Carrick,,,The Lathe of Heaven,Ursula K. Le Guin,,,His Majesty's Dragon,Naomi Novik,Yes,,The Harp of Kings,Juliet Marillier,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,Yes,,The Bone Harp,Victoria Goddard,,,Radiance,Grace Draven,,,Middlegame,Seanan McGuire,,,Inda,Sherwood Smith,,,The Tainted Cup,Robert Jackson Bennett,,,The Curse of Chalion,Lois McMaster Bujold,Yes,,The Lions of Al-Rassan,Guy Gavriel Kay,Yes,,Dance of the Goblins,Jaq D. Hawkins,Yes,,Children of Time,Adrian Tchaikovsky,,,A Stranger in Olondria,Sofia Samatar,,,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,Yes,,Poison Study,Maria V. Snyder,,,Chalice,Robin McKinley,,,The Bloody Chamber,Angela Carter,Yes,,,,,,,,,,,,Deathless,Catherynne M. Valente,Yes,,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,,,Paladin's Grace,T. Kingfisher,,,15. Published in the 1990s,"16. Orcs, Trolls, and Goblins — Oh My!"
28,1,Yes,Ruby Red,Kerstin Gier,,,Ha Ha Hu Hu,Viswanatha Satyanarayana,Yes,,The Membranes,Chi Ta-wei,Yes,,Not Before Sundown,Johanna Sinisalo,,,Chaka,Thomas Mofolo,,,The Blind Earthworm in the Labyrinth,Veeraporn Nitiprapha,,,They Will Drown in Their Mothers' Tears,Johannes Anyuru,,,The Tower of Fools,Andrzej Sapkowski,,,The Book of Disappearance,Ibtisam Azem,,,"The Night Is Short, Walk on Girl",Tomihiko Morimi,,,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",,,Heroides,Ovid,Yes,,Anita de Monte Laughs Last,Xochitl Gonzalez,,,Moon Brow,Shahriar Mandanipour,Yes,,I Who Have Never Known Men,Jacqueline Harpman,,,Forest of a Thousand Daemons,D.O. Fagunwa,,,Red Dust,Yoss,,,The Wandering,Intan Paramaditha,,,The Blue Book of Nebo,Manon Steffan Ros,Yes,,"When I Sing, Mountains Dance",Irene Solà,,,The Head of the Saint,Socorro Acioli,Yes,,Evil Flowers,Gunnhild Oyehaug,Yes,,,,,,,,,,,,The Twenty Days of Turin,Giorgio De Maria,Yes,,Dezafi,Franketienne,Yes,,Walking Practice,Dolki Min,,,3. Under the Surface,13. Published in 2024
29,1,,Heroes Die,Matthew Woodring Stover,Yes,,The Mask of Mirrors,M.A. Carrick,,,The Deep,Nick Cutter,Yes,,Theft of Swords,Michael J. Sullivan,Yes,,The Lathe of Heaven,Ursula K. Le Guin,,,Deerskin,Robin McKinley,,,Inferno,Dante Alighieri,Yes,,Wind and Truth,Brandon Sanderson,Yes,,Nettle & Bone,T. Kingfisher,,Standalone 2022,Fourth Wing,Rebecca Yarros,,,A Deadly Education,Naomi Novik,,,Lord of Chaos,Robert Jordan,Yes,,The Fury of the Gods,John Gwynne,,,Flowers for Algernon,Daniel Keyes,Yes,,Tigana,Guy Gavriel Kay,Yes,,Bookshops & Bonedust,Travis Baldree,Yes,,Hyperion,Dan Simmons,,,Kindred,Octavia E. Butler,,,The Will of the Many,James Islington,Yes,,The Priory of the Orange Tree,Samantha Shannon,Yes,,House of Leaves,Mark Danielzewski,Yes,,Never Whistle at Night,,,,Kushtuka,Mathilda Zeller,White Hills,Rebecca Roanhorse,Navajos Don't Wear Elk Teeth,Conley Lyons,Quantum,Nick Medina,Hunger,Phoenix Boudreau,Annihilation,Jeff VanderMeer,Yes,,Dune,Frank Herbert,Yes,,The Grace of Kings,Ken Liu,,,20. Judge A Book By Its Cover,9. Self-Published or Indie Publisher
